year_CPS,Characteristic,OppShare_New_Entrp,Breakdown,Rate_New_Entrp,Location,startup_index,Index Year,year_BDS,startup_density,Rank,Composition_of_New_Entrp,norm_rate,norm_opp,norm_density,z_rate,z_oppshare,z_startup_den,rank_last_y,rank_diff,index_last_y,index_diff,dataset,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text
1998,,0.8084,,0.0029,0,0.300000012,1998,1998,107.3499985,,,28.5714283,55.59968185,92.60419464,-0.458715707,0.270950437,1.095854521,,,0.090000004,0.210000008,National_Profile,United States,National,8.083999634,290,the,basically no changes 
2001,Ages 35-44,0.82346,Age,0.002702485,0,,2001,,,,0.273900002,,,,,,,,,,,national_demog,United States,National,8.234600067,270.2485046,the,.
1999,Less than High School,0.73785,Education,0.002934469,0,,1999,,,,0.1373,,,,,,,,,,,national_demog,United States,National,7.378499985,293.4468994,the,.
2010,Native-Born,0.76961,Nativity,0.002825871,0,,2010,,,,0.7051,,,,,,,,,,,national_demog,United States,National,7.696100235,282.5870972,the,.
2008,Native-Born,0.80091,Nativity,0.002799286,0,,2008,,,,0.738499999,,,,,,,,,,,national_demog,United States,National,8.00909996,279.9285889,the,.
2005,High School Graduate,0.78332,Education,0.00278252,0,,2005,,,,0.289200008,,,,,,,,,,,national_demog,United States,National,7.833199978,278.2520142,the,.
2004,Ages 35-44,0.7441,Age,0.003111824,0,,2004,,,,0.257099986,,,,,,,,,,,national_demog,United States,National,7.440999985,311.1824036,the,.
1996,Black,,Race,0.002142116,0,,1996,,,,0.084299996,,,,,,,,,,,national_demog,United States,National,,214.2115936,the,.
1997,Female,,Gender,0.002114149,0,,1997,,,,0.399399996,,,,,,,,,,,national_demog,United States,National,,211.4149017,the,.
2008,Other,,Race,,0,,2008,,,,0.023600001,,,,,,,,,,,national_demog,United States,National,,,the,.
2009,Female,0.87295,Gender,0.002469506,0,,2009,,,,0.38499999,,,,,,,,,,,national_demog,United States,National,8.729499817,246.9506073,the,.
2001,College Graduate,0.85467,Education,0.003123947,0,,2001,,,,0.312099993,,,,,,,,,,,national_demog,United States,National,8.546699524,312.3947144,the,.
2004,Female,0.85664,Gender,0.002367234,0,,2004,,,,0.413300008,,,,,,,,,,,national_demog,United States,National,8.566399574,236.7234039,the,.
1997,Ages 45-54,,Age,0.002836272,0,,1997,,,,0.213100001,,,,,,,,,,,national_demog,United States,National,,283.6271973,the,.
2016,Ages 55-64,0.86232,Age,0.003518526,0,,2016,,,,0.254599988,,,,,,,,,,,national_demog,United States,National,8.623200417,351.8526001,the,.
2000,Ages 20-34,0.81496,Age,0.002239696,0,,2000,,,,0.290399998,,,,,,,,,,,national_demog,United States,National,8.149600029,223.9696045,the,.
2000,Ages 35-44,0.83117,Age,0.0027482,0,,2000,,,,0.278699994,,,,,,,,,,,national_demog,United States,National,8.311699867,274.8200073,the,.
2003,Ages 35-44,0.75414,Age,0.003551378,0,,2003,,,,0.299100012,,,,,,,,,,,national_demog,United States,National,7.541399956,355.1377869,the,.
2012,College Graduate,0.80186,Education,0.002808026,0,,2012,,,,0.282999992,,,,,,,,,,,national_demog,United States,National,8.018600464,280.8026123,the,.
1999,Non-Veterans,0.81301,Veteran Status,0.002648643,0,,1999,,,,0.888199985,,,,,,,,,,,national_demog,United States,National,8.13010025,264.8642883,the,.
2009,Ages 55-64,0.86918,Age,0.003963272,0,,2009,,,,0.227400005,,,,,,,,,,,national_demog,United States,National,8.691800117,396.3272095,the,.
2012,Non-Veterans,0.75963,Veteran Status,0.003023041,0,,2012,,,,0.943000019,,,,,,,,,,,national_demog,United States,National,7.596300125,302.3041077,the,.
2002,Ages 35-44,0.78689,Age,0.002886045,0,,2002,,,,0.275900006,,,,,,,,,,,national_demog,United States,National,7.868899822,288.6044922,the,.
2000,Ages 55-64,0.89869,Age,0.003352259,0,,2000,,,,0.182300001,,,,,,,,,,,national_demog,United States,National,8.98690033,335.2258911,the,.
2010,Some College,0.78068,Education,0.003096467,0,,2010,,,,0.239600003,,,,,,,,,,,national_demog,United States,National,7.806799889,309.646698,the,.
2001,Native-Born,0.84409,Nativity,0.002607138,0,,2001,,,,0.8398,,,,,,,,,,,national_demog,United States,National,8.440899849,260.7138062,the,.
2005,Other,,Race,,0,,2005,,,,0.0252,,,,,,,,,,,national_demog,United States,National,,,the,.
2016,Some College,0.82983,Education,0.003120736,0,,2016,,,,0.263999999,,,,,,,,,,,national_demog,United States,National,8.298299789,312.0736084,the,.
2001,Asian,0.86219,Race,0.002959813,0,,2001,,,,0.046700001,,,,,,,,,,,national_demog,United States,National,8.621899605,295.9812927,the,.
1996,Ages 35-44,,Age,0.003112591,0,,1996,,,,0.273600012,,,,,,,,,,,national_demog,United States,National,,311.2590942,the,.
2007,Veterans,0.73878,Veteran Status,0.003512003,0,,2007,,,,0.086800002,,,,,,,,,,,national_demog,United States,National,7.387800217,351.2002869,the,.
2000,Other,,Race,,0,,2000,,,,0.0103,,,,,,,,,,,national_demog,United States,National,,,the,.
1997,Less than High School,,Education,0.003499181,0,,1997,,,,0.170000002,,,,,,,,,,,national_demog,United States,National,,349.9180908,the,.
2002,Immigrant,0.85036,Nativity,0.003606266,0,,2002,,,,0.179299995,,,,,,,,,,,national_demog,United States,National,8.503600121,360.6265869,the,.
2010,High School Graduate,0.74439,Education,0.003360018,0,,2010,,,,0.280299991,,,,,,,,,,,national_demog,United States,National,7.443900108,336.0018005,the,.
1998,White,0.82779,Race,0.003076927,0,,1998,,,,0.774800003,,,,,,,,,,,national_demog,United States,National,8.277899742,307.692688,the,.
1996,Some College,,Education,0.003318733,0,,1996,,,,0.267800003,,,,,,,,,,,national_demog,United States,National,,331.873291,the,.
2008,Less than High School,0.74161,Education,0.004596409,0,,2008,,,,0.157399997,,,,,,,,,,,national_demog,United States,National,7.416100025,459.6408997,the,.
2004,Ages 20-34,0.75565,Age,0.002501643,0,,2004,,,,0.287499994,,,,,,,,,,,national_demog,United States,National,7.556499958,250.1643066,the,.
2003,College Graduate,0.77585,Education,0.002938459,0,,2003,,,,0.265399992,,,,,,,,,,,national_demog,United States,National,7.758500099,293.8458862,the,.
2007,Other,,Race,,0,,2007,,,,0.0139,,,,,,,,,,,national_demog,United States,National,,,the,.
2004,Non-Veterans,0.77748,Veteran Status,0.00299137,0,,2004,,,,0.915199995,,,,,,,,,,,national_demog,United States,National,7.774799824,299.1369934,the,.
2003,Non-Veterans,0.79162,Veteran Status,0.002960661,0,,2003,,,,0.896099985,,,,,,,,,,,national_demog,United States,National,7.916200161,296.0661011,the,.
1997,Non-Veterans,,Veteran Status,0.002746087,0,,1997,,,,0.879299998,,,,,,,,,,,national_demog,United States,National,,274.6087036,the,.
2005,Some College,0.78665,Education,0.003096463,0,,2005,,,,0.280499995,,,,,,,,,,,national_demog,United States,National,7.866499901,309.6463013,the,.
2004,Black,0.68271,Race,0.002156643,0,,2004,,,,0.085600004,,,,,,,,,,,national_demog,United States,National,6.8270998,215.6643066,the,.
1999,Ages 45-54,0.80993,Age,0.002757472,0,,1999,,,,0.225500003,,,,,,,,,,,national_demog,United States,National,8.099300385,275.7471924,the,.
2011,College Graduate,0.79706,Education,0.002924151,0,,2011,,,,0.275400013,,,,,,,,,,,national_demog,United States,National,7.970600128,292.4151001,the,.
2005,Black,0.6894,Race,0.002344395,0,,2005,,,,0.098499998,,,,,,,,,,,national_demog,United States,National,6.894000053,234.4394989,the,.
2002,Other,,Race,,0,,2002,,,,0.0131,,,,,,,,,,,national_demog,United States,National,,,the,.
,,,,,0,,1980,1980,125.1999969,,,,,,,,2.637305021,,,,,National_Profile,United States,National,,,the,.
1998,Male,0.754,Gender,0.003249414,0,,1998,,,,0.53549999,,,,,,,,,,,national_demog,United States,National,7.539999962,324.9414063,the,.
,,,,,0,,1990,1990,110.6699982,,,,,,,,1.382555723,,,,,National_Profile,United States,National,,,the,.
2003,White,0.80491,Race,0.002950827,0,,2003,,,,0.675700009,,,,,,,,,,,national_demog,United States,National,8.049099922,295.0827026,the,.
1998,Non-Veterans,0.80833,Veteran Status,0.002893016,0,,1998,,,,0.904999971,,,,,,,,,,,national_demog,United States,National,8.083299637,289.3016052,the,.
1996,Other,,Race,,0,,1996,,,,0.0102,,,,,,,,,,,national_demog,United States,National,,,the,.
2002,Asian,0.86583,Race,0.002561671,0,,2002,,,,0.0396,,,,,,,,,,,national_demog,United States,National,8.6583004,256.1671143,the,.
2014,Immigrant,0.78542,Nativity,0.005240382,0,,2014,,,,0.285400003,,,,,,,,,,,national_demog,United States,National,7.854199886,524.038208,the,.
2009,High School Graduate,0.76051,Education,0.003770633,0,,2009,,,,0.314599991,,,,,,,,,,,national_demog,United States,National,7.605100155,377.0632935,the,.
2006,Native-Born,0.79405,Nativity,0.002820913,0,,2006,,,,0.799300015,,,,,,,,,,,national_demog,United States,National,7.940499783,282.0913086,the,.
2016,Non-Veterans,0.83495,Veteran Status,0.003098734,0,,2016,,,,0.958400011,,,,,,,,,,,national_demog,United States,National,8.349499702,309.8734131,the,.
2004,Asian,0.78627,Race,0.002821686,0,,2004,,,,0.0438,,,,,,,,,,,national_demog,United States,National,7.862699986,282.1686096,the,.
1997,Black,,Race,0.001906775,0,,1997,,,,0.084899999,,,,,,,,,,,national_demog,United States,National,,190.6775055,the,.
2001,Other,,Race,,0,,2001,,,,0.0101,,,,,,,,,,,national_demog,United States,National,,,the,.
2009,Ages 45-54,0.79099,Age,0.003608124,0,,2009,,,,0.26030001,,,,,,,,,,,national_demog,United States,National,7.909900188,360.8124084,the,.
2002,Latino,0.82884,Race,0.002961097,0,,2002,,,,0.118600003,,,,,,,,,,,national_demog,United States,National,8.288399696,296.1097107,the,.
1998,Black,0.67163,Race,0.001830815,0,,1998,,,,0.079800002,,,,,,,,,,,national_demog,United States,National,6.716300011,183.0814972,the,.
2001,Female,0.91004,Gender,0.002270727,0,,2001,,,,0.447299987,,,,,,,,,,,national_demog,United States,National,9.100399971,227.0726929,the,.
2012,Immigrant,0.74558,Nativity,0.004924068,0,,2012,,,,0.271400005,,,,,,,,,,,national_demog,United States,National,7.455800056,492.4067993,the,.
2012,White,0.7703,Race,0.002928806,0,,2012,,,,0.624199986,,,,,,,,,,,national_demog,United States,National,7.703000069,292.8806152,the,.
1997,Other,,Race,,0,,1997,,,,0.0112,,,,,,,,,,,national_demog,United States,National,,,the,.
2003,Some College,0.80557,Education,0.003157983,0,,2003,,,,0.263500005,,,,,,,,,,,national_demog,United States,National,8.055700302,315.7983093,the,.
2015,Ages 55-64,0.83798,Age,0.003707928,0,,2015,,,,0.243000001,,,,,,,,,,,national_demog,United States,National,8.379799843,370.7927856,the,.
2004,Ages 55-64,0.86145,Age,0.003723378,0,,2004,,,,0.208199993,,,,,,,,,,,national_demog,United States,National,8.614500046,372.3377991,the,.
2010,Veterans,0.75996,Veteran Status,0.002710115,0,,2010,,,,0.0535,,,,,,,,,,,national_demog,United States,National,7.599599838,271.0115051,the,.
2001,Male,0.79472,Gender,0.003133253,0,,2001,,,,0.552699983,,,,,,,,,,,national_demog,United States,National,7.947199821,313.3252869,the,.
2011,Asian,0.86452,Race,0.003163032,0,,2011,,,,0.052700002,,,,,,,,,,,national_demog,United States,National,8.645199776,316.3031921,the,.
2014,Less than High School,0.7357,Education,0.004829775,0,,2014,,,,0.150800005,,,,,,,,,,,national_demog,United States,National,7.356999874,482.9775085,the,.
2004,College Graduate,0.77764,Education,0.003291192,0,,2004,,,,0.307799995,,,,,,,,,,,national_demog,United States,National,7.776400089,329.1192017,the,.
1996,College Graduate,,Education,0.003077083,0,,1996,,,,0.237200007,,,,,,,,,,,national_demog,United States,National,,307.708313,the,.
2008,Immigrant,0.82395,Nativity,0.005213087,0,,2008,,,,0.261500001,,,,,,,,,,,national_demog,United States,National,8.239500046,521.3087158,the,.
2004,Less than High School,0.75335,Education,0.003922242,0,,2004,,,,0.153300002,,,,,,,,,,,national_demog,United States,National,7.533500195,392.2242126,the,.
2004,Some College,0.79111,Education,0.002971924,0,,2004,,,,0.255600005,,,,,,,,,,,national_demog,United States,National,7.911099911,297.1924133,the,.
2000,Less than High School,0.75906,Education,0.003454566,0,,2000,,,,0.1558,,,,,,,,,,,national_demog,United States,National,7.590600014,345.456604,the,.
2006,Black,0.70503,Race,0.002379901,0,,2006,,,,0.096100003,,,,,,,,,,,national_demog,United States,National,7.050300121,237.990097,the,.
2014,Ages 45-54,0.77625,Age,0.003619658,0,,2014,,,,0.265599996,,,,,,,,,,,national_demog,United States,National,7.762499809,361.9657898,the,.
2000,Asian,0.86853,Race,0.00222562,0,,2000,,,,0.033599999,,,,,,,,,,,national_demog,United States,National,8.685299873,222.5619965,the,.
2005,Veterans,0.76988,Veteran Status,0.003271764,0,,2005,,,,0.092399999,,,,,,,,,,,national_demog,United States,National,7.698800087,327.1763916,the,.
2009,Non-Veterans,0.78296,Veteran Status,0.003384537,0,,2009,,,,0.93809998,,,,,,,,,,,national_demog,United States,National,7.829599857,338.4537048,the,.
1997,College Graduate,,Education,0.002629865,0,,1997,,,,0.234400004,,,,,,,,,,,national_demog,United States,National,,262.9865112,the,.
1999,Male,0.76997,Gender,0.00319171,0,,1999,,,,0.558899999,,,,,,,,,,,national_demog,United States,National,7.699699879,319.17099,the,.
2010,Asian,0.88632,Race,0.003745118,0,,2010,,,,0.058200002,,,,,,,,,,,national_demog,United States,National,8.863200188,374.5118103,the,.
1996,Immigrant,,Nativity,0.003607372,0,,1996,,,,0.1329,,,,,,,,,,,national_demog,United States,National,,360.7372131,the,.
2004,Other,,Race,,0,,2004,,,,0.0217,,,,,,,,,,,national_demog,United States,National,,,the,.
,,,,,0,,1983,1983,117.5800018,,,,,,,,1.979274511,,,,,National_Profile,United States,National,,,the,.
2009,Some College,0.79761,Education,0.002972722,0,,2009,,,,0.230399996,,,,,,,,,,,national_demog,United States,National,7.976099968,297.2721863,the,.
2007,Less than High School,0.76703,Education,0.004247363,0,,2007,,,,0.155399993,,,,,,,,,,,national_demog,United States,National,7.670300007,424.7362976,the,.
2007,Female,0.88305,Gender,0.002070706,0,,2007,,,,0.362800002,,,,,,,,,,,national_demog,United States,National,8.830499649,207.0706024,the,.
2011,Ages 45-54,0.73535,Age,0.003739091,0,,2011,,,,0.276499987,,,,,,,,,,,national_demog,United States,National,7.353499889,373.9090881,the,.
2012,Ages 55-64,0.80924,Age,0.003374837,0,,2012,,,,0.233799994,,,,,,,,,,,national_demog,United States,National,8.092399597,337.4837036,the,.
1998,Ages 20-34,0.77777,Age,0.002564274,0,,1998,,,,0.326599985,,,,,,,,,,,national_demog,United States,National,7.777699947,256.4273987,the,.
1996,Latino,,Race,0.003192823,0,,1996,,,,0.100100003,,,,,,,,,,,national_demog,United States,National,,319.2822876,the,.
2012,Female,0.84946,Gender,0.002299333,0,,2012,,,,0.399899989,,,,,,,,,,,national_demog,United States,National,8.494600296,229.9333038,the,.
2016,,0.8625,,0.0031,0,0.479999989,2016,2016,85.41999817,,,57.1428566,98.57029724,23.87965012,0.458715469,1.782123685,-0.797927916,,,0.469999999,0.00999999,National_Profile,United States,National,8.625,310,the,basically no changes 
1999,Ages 35-44,0.80899,Age,0.002721677,0,,1999,,,,0.281699985,,,,,,,,,,,national_demog,United States,National,8.089900017,272.1676941,the,.
2015,College Graduate,0.84765,Education,0.003331158,0,,2015,,,,0.326700002,,,,,,,,,,,national_demog,United States,National,8.476499557,333.1158142,the,.
2009,Ages 35-44,0.74521,Age,0.003962337,0,,2009,,,,0.265799999,,,,,,,,,,,national_demog,United States,National,7.4520998,396.2337036,the,.
,,,,,0,,1995,1995,111.0999985,,,,,,,,1.419688702,,,,,National_Profile,United States,National,,,the,.
2008,College Graduate,0.85708,Education,0.003017785,0,,2008,,,,0.284099996,,,,,,,,,,,national_demog,United States,National,8.570799828,301.7785034,the,.
1999,Native-Born,0.82009,Nativity,0.002610923,0,,1999,,,,0.848200023,,,,,,,,,,,national_demog,United States,National,8.200900078,261.0922852,the,.
2010,Ages 35-44,0.73013,Age,0.003988054,0,,2010,,,,0.259600013,,,,,,,,,,,national_demog,United States,National,7.301300049,398.8053894,the,.
2006,Non-Veterans,0.80086,Veteran Status,0.002932578,0,,2006,,,,0.908100009,,,,,,,,,,,national_demog,United States,National,8.008600235,293.2578125,the,.
2003,Asian,0.80447,Race,0.002927321,0,,2003,,,,0.044500001,,,,,,,,,,,national_demog,United States,National,8.044699669,292.7320862,the,.
1997,Veterans,,Veteran Status,0.003183123,0,,1997,,,,0.120700002,,,,,,,,,,,national_demog,United States,National,,318.3122864,the,.
2004,Veterans,0.74916,Veteran Status,0.003095195,0,,2004,,,,0.084799998,,,,,,,,,,,national_demog,United States,National,7.491600037,309.5195007,the,.
2013,High School Graduate,0.76608,Education,0.002790141,0,,2013,,,,0.267500013,,,,,,,,,,,national_demog,United States,National,7.66079998,279.0140991,the,.
2003,Black,0.69668,Race,0.002290348,0,,2003,,,,0.090899996,,,,,,,,,,,national_demog,United States,National,6.966800213,229.0348053,the,.
2007,White,0.81076,Race,0.002953042,0,,2007,,,,0.663900018,,,,,,,,,,,national_demog,United States,National,8.107600212,295.3041992,the,.
2008,Latino,0.79676,Race,0.004591212,0,,2008,,,,0.196199998,,,,,,,,,,,national_demog,United States,National,7.967599869,459.1211853,the,.
2008,Veterans,0.7527,Veteran Status,0.003533754,0,,2008,,,,0.0801,,,,,,,,,,,national_demog,United States,National,7.52699995,353.3753967,the,.
2011,,0.741,,0.0032,0,-0.620000005,2011,2011,81.09999847,,,71.42857361,2.065132618,10.34157372,0.917431056,-1.611731172,-1.170984864,,,-0.409999996,-0.210000008,National_Profile,United States,National,7.409999847,320,the,basically no changes 
2012,Other,,Race,,0,,2012,,,,0.032099999,,,,,,,,,,,national_demog,United States,National,,,the,.
2015,Ages 20-34,0.76874,Age,0.002406699,0,,2015,,,,0.249500006,,,,,,,,,,,national_demog,United States,National,7.687399864,240.6699066,the,.
2004,High School Graduate,0.77742,Education,0.002870319,0,,2004,,,,0.283399999,,,,,,,,,,,national_demog,United States,National,7.774199963,287.0318909,the,.
2007,Ages 35-44,0.78733,Age,0.003330009,0,,2007,,,,0.260600001,,,,,,,,,,,national_demog,United States,National,7.873300076,333.000885,the,.
2011,Ages 55-64,0.81963,Age,0.003276546,0,,2011,,,,0.209000006,,,,,,,,,,,national_demog,United States,National,8.196299553,327.6546021,the,.
2009,Immigrant,0.76747,Nativity,0.005139601,0,,2009,,,,0.242699996,,,,,,,,,,,national_demog,United States,National,7.674699783,513.960083,the,.
2016,Ages 45-54,0.83237,Age,0.003613486,0,,2016,,,,0.261299998,,,,,,,,,,,national_demog,United States,National,8.323699951,361.3486023,the,.
2003,Immigrant,0.79981,Nativity,0.003757913,0,,2003,,,,0.1866,,,,,,,,,,,national_demog,United States,National,7.998099804,375.7912903,the,.
